x,y,geometry,k_rechov,t_rechov,english_name
34.792238,32.060229,POINT (34.792238 32.060229),644,אלון יגאל,YIG'AL ALLON
34.755373,32.048103,POINT (34.755373 32.048103),0,0,UKNOWN
34.790971,32.053184,POINT (34.790971 32.053184),4017,התקוה,HATIKVA
34.790695,32.054475,POINT (34.790695 32.054475),644,אלון יגאל,YIG'AL ALLON
34.794348,32.092245,POINT (34.794348 32.092245),800,נמיר מרדכי,NAMIR
34.756026,32.055509,POINT (34.756026 32.055509),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.839834,32.121474,POINT (34.839834 32.121474),2073,פילדלפיה,PHILADELPHIA
34.79203,32.126294,POINT (34.79203 32.126294),2106,אשכול לוי,LEVI ESHKOL
34.817848,32.10882,POINT (34.817848 32.10882),971,סומו יהודה,SUMO
34.790241,32.051969,POINT (34.790241 32.051969),4017,התקוה,HATIKVA
34.770653,32.090772,POINT (34.770653 32.090772),243,ויתקין,VITKIN
34.827508,32.126942,POINT (34.827508 32.126942),2001,ענתות,ANATOT
34.757728,32.048093,POINT (34.757728 32.048093),3245,אור החיים,OR HAHAYIM
34.835878,32.114057,POINT (34.835878 32.114057),913,רמות נפתלי,RAMOT NAFTALI
34.776468,32.106232,POINT (34.776468 32.106232),496,אבן גבירול,IBN GVIROL
34.773394,32.078315,POINT (34.773394 32.078315),318,אהרונוביץ,AHARONOVITCH
34.749569,32.049009,POINT (34.749569 32.049009),0,0,UKNOWN
34.784442,32.099855,POINT (34.784442 32.099855),2122,רופא המחתרות,ROPHE HAMACHTAROT
34.7506,32.050838,POINT (34.7506 32.050838),0,0,UKNOWN
34.795745,32.117205,POINT (34.795745 32.117205),2146,התנאים,HA-TANAIM
34.785518,32.111846,POINT (34.785518 32.111846),2106,אשכול לוי,LEVI ESHKOL
34.797389,32.049295,POINT (34.797389 32.049295),3689,מלקוש,MALKOSH
34.801327,32.069305,POINT (34.801327 32.069305),700,נחלת יצחק,NAHALT YITZHAK
34.783719,32.054323,POINT (34.783719 32.054323),375,יון מצולה,YEVEN METSULA
34.788529,32.104167,POINT (34.788529 32.104167),2106,אשכול לוי,LEVI ESHKOL
34.838419,32.120134,POINT (34.838419 32.120134),2075,נהריים,NAHARAYIM
34.751068,32.042693,POINT (34.751068 32.042693),0,0,UKNOWN
34.808752,32.045786,POINT (34.808752 32.045786),4146,ששת הימים,SHESHET HAYAMIM
34.79332,32.116797,POINT (34.79332 32.116797),2147,הסבוראים,HA-SAVORAIM
34.806185,32.121986,POINT (34.806185 32.121986),943,המתנדב,HA-MITNADV
34.770369,32.060901,POINT (34.770369 32.060901),364,הר סיני,HAR SINAI
34.783482,32.086153,POINT (34.783482 32.086153),624,גבעת המורה,GIV'AT HAMOREH
34.757121,32.050332,POINT (34.757121 32.050332),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.839956,32.116604,POINT (34.839956 32.116604),2074,הצנחנים,HA-ZANHANIM
34.787268,32.101446,POINT (34.787268 32.101446),2117,גלילי ישראל,GALILI
34.773998,32.077602,POINT (34.773998 32.077602),85,בר כוכבא,BAR KOCHVA
34.799895,32.062405,POINT (34.799895 32.062405),1115,1115,1115
34.78278,32.064949,POINT (34.78278 32.064949),1102,צקלג,TSIKLAG
34.822783,32.125384,POINT (34.822783 32.125384),2003,"יוגב כרמי ד""ר",YOGEV KARMI DR.
34.769519,32.06474,POINT (34.769519 32.06474),364,הר סיני,HAR SINAI
34.782564,32.063879,POINT (34.782564 32.063879),1102,צקלג,TSIKLAG
34.795631,32.046174,POINT (34.795631 32.046174),3689,מלקוש,MALKOSH
34.776696,32.056601,POINT (34.776696 32.056601),400,הר ציון,HAR TSIYON
34.783377,32.077983,POINT (34.783377 32.077983),462,צייטלין,ZEITLIN
34.748663,32.046386,POINT (34.748663 32.046386),0,0,UKNOWN
34.805406,32.048397,POINT (34.805406 32.048397),4082,מנחם מדמון,MENAHEM MADMON
34.81234,32.122971,POINT (34.81234 32.122971),852,מסקין אהרון,MESKIN
34.790533,32.085502,POINT (34.790533 32.085502),571,חברה חדשה,"""HEVRA HADASHA"""
34.777392,32.072868,POINT (34.777392 32.072868),347,שפירא צבי הרמן,SHAPIRA HERMAN
34.781745,32.08014,POINT (34.781745 32.08014),481,דוד המלך,DAVID HAMELLECH
34.804105,32.064464,POINT (34.804105 32.064464),635,לה גוארדיה,LA-GUARDIA
34.786696,32.052285,POINT (34.786696 32.052285),3520,תדהר דוד,Tidhar David
34.768245,32.069406,POINT (34.768245 32.069406),14,"מזא""ה",MAZEH
34.782035,32.086073,POINT (34.782035 32.086073),496,אבן גבירול,IBN GVIROL
34.7592,32.044713,POINT (34.7592 32.044713),3245,אור החיים,OR HAHAYIM
34.771305,32.092969,POINT (34.771305 32.092969),220,נחשון,NAHSHON
34.801893,32.052202,POINT (34.801893 32.052202),4082,מנחם מדמון,MENAHEM MADMON
34.784791,32.071289,POINT (34.784791 32.071289),445,קפלן אליעזר,KAPLAN
34.798255,32.122884,POINT (34.798255 32.122884),2141,בן יוסף שלמה,BEN YOSEF
34.796894,32.056495,POINT (34.796894 32.056495),1010,בית אורן,BEYT OREN
34.772632,32.073611,POINT (34.772632 32.073611),362,ברוק,BRUK
34.80809,32.048712,POINT (34.80809 32.048712),4146,ששת הימים,SHESHET HAYAMIM
34.79966,32.121125,POINT (34.79966 32.121125),2077,רב אשי,RAV ASHI
34.763937,32.067868,POINT (34.763937 32.067868),453,"איל""ן",ILAN
34.839423,32.113453,POINT (34.839423 32.113453),914,הגולן,HAGOLAN
34.821152,32.118781,POINT (34.821152 32.118781),2173,אנכי,ANOKHY
34.778634,32.070338,POINT (34.778634 32.070338),8,רוטשילד,ROTHSHILD
34.771696,32.085017,POINT (34.771696 32.085017),204,בן גוריון,BEN GURION
34.781779,32.091813,POINT (34.781779 32.091813),197,נורדאו,NORDAU
34.842937,32.117785,POINT (34.842937 32.117785),2074,הצנחנים,HA-ZANHANIM
34.827133,32.116964,POINT (34.827133 32.116964),831,בנימין מטודלה,BINYAMIN MITODELO
34.798161,32.051133,POINT (34.798161 32.051133),4082,מנחם מדמון,MENAHEM MADMON
34.800745,32.074198,POINT (34.800745 32.074198),700,נחלת יצחק,NAHALT YITZHAK
34.781901,32.090308,POINT (34.781901 32.090308),226,עין גדי,EYN GEDI
34.798058,32.074662,POINT (34.798058 32.074662),700,נחלת יצחק,NAHALT YITZHAK
34.789252,32.046464,POINT (34.789252 32.046464),3672,חירותנו,HERUTENU
34.765353,32.062433,POINT (34.765353 32.062433),453,"איל""ן",ILAN
34.765045,32.060766,POINT (34.765045 32.060766),3358,אולשן יצחק,OLSHAN YITZHAK
34.787422,32.098845,POINT (34.787422 32.098845),2117,גלילי ישראל,GALILI
34.776968,32.084677,POINT (34.776968 32.084677),279,"אד""ם הכהן",ADAM HAKOHEN
34.820315,32.109726,POINT (34.820315 32.109726),845,קהילת בריסק,KEHILAT BRISK
34.792237,32.112418,POINT (34.792237 32.112418),2149,האמוראים,HA-AMORAIM
34.774553,32.076438,POINT (34.774553 32.076438),187,דיזנגוף,MEIR DIZENGOFF
34.806098,32.118187,POINT (34.806098 32.118187),964,קלצ'קין,KLATZKIN
34.842409,32.119548,POINT (34.842409 32.119548),2073,פילדלפיה,PHILADELPHIA
34.792603,32.126507,POINT (34.792603 32.126507),2106,אשכול לוי,LEVI ESHKOL
34.769908,32.085671,POINT (34.769908 32.085671),1241,פרי אליעזר,ELIEZER PERI
34.780557,32.093919,POINT (34.780557 32.093919),207,ישעיהו,YESHA'YAHU
34.786814,32.118925,POINT (34.786814 32.118925),2222,ארצי יצחק,ARTZI ITZHAK
34.785021,32.09248,POINT (34.785021 32.09248),508,דה האז,DE-HAAS
34.798058,32.116577,POINT (34.798058 32.116577),2150,טאגור,
34.809194,32.05756,POINT (34.809194 32.05756),635,לה גוארדיה,LA-GUARDIA
34.779053,32.06008,POINT (34.779053 32.06008),400,הר ציון,HAR TSIYON
34.804387,32.050217,POINT (34.804387 32.050217),4082,מנחם מדמון,MENAHEM MADMON
34.790943,32.08918,POINT (34.790943 32.08918),1093,דנין יחזקאל,YEHEZKEL DANIN
34.796944,32.052767,POINT (34.796944 32.052767),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.785788,32.093701,POINT (34.785788 32.093701),687,יונתן הופסי,YONATAN HAVAFSI
34.802057,32.0438,POINT (34.802057 32.0438),0,0,UKNOWN
34.792567,32.069706,POINT (34.792567 32.069706),54,בגין מנחם,BEGIN MENAHEM
34.790747,32.056574,POINT (34.790747 32.056574),644,אלון יגאל,YIG'AL ALLON
34.790023,32.053043,POINT (34.790023 32.053043),4017,התקוה,HATIKVA
34.769674,32.043497,POINT (34.769674 32.043497),3000,בן צבי,BEN ZVI
34.782877,32.048414,POINT (34.782877 32.048414),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.779944,32.042445,POINT (34.779944 32.042445),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.794139,32.053563,POINT (34.794139 32.053563),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.795586,32.081298,POINT (34.795586 32.081298),800,נמיר מרדכי,NAMIR
34.833603,32.116099,POINT (34.833603 32.116099),807,משמר הירדן,MISHMAR HAYARDEN
34.773273,32.069345,POINT (34.773273 32.069345),60,יוחנן הסנדלר,YOHANAN HASANDLAR
34.77399,32.082597,POINT (34.77399 32.082597),298,הירשנברג,HIRSCHENBERG
34.786684,32.058335,POINT (34.786684 32.058335),625,החותרים,HACHOTRIM
34.781099,32.100637,POINT (34.781099 32.100637),496,אבן גבירול,IBN GVIROL
34.789633,32.092288,POINT (34.789633 32.092288),510,מרשל לואי,LOUIS MARSHAL
34.766597,32.085518,POINT (34.766597 32.085518),1241,פרי אליעזר,ELIEZER PERI
34.751885,32.053122,POINT (34.751885 32.053122),0,0,UKNOWN
34.795608,32.110461,POINT (34.795608 32.110461),984,רדינג,READING
34.816535,32.106757,POINT (34.816535 32.106757),971,סומו יהודה,SUMO
34.797254,32.058726,POINT (34.797254 32.058726),1010,בית אורן,BEYT OREN
34.795551,32.053286,POINT (34.795551 32.053286),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.795964,32.045018,POINT (34.795964 32.045018),3689,מלקוש,MALKOSH
34.784785,32.071026,POINT (34.784785 32.071026),476,קרליבך,KARLIBACH
34.803065,32.059928,POINT (34.803065 32.059928),635,לה גוארדיה,LA-GUARDIA
34.765731,32.058699,POINT (34.765731 32.058699),3358,אולשן יצחק,OLSHAN YITZHAK
34.789992,32.053676,POINT (34.789992 32.053676),626,יציאת אירופה,YETSIAT EUROPA
34.79141,32.083922,POINT (34.79141 32.083922),570,זכרון יעקב,ZIKHRON YA'AKOV
34.757173,32.051996,POINT (34.757173 32.051996),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.788105,32.078582,POINT (34.788105 32.078582),472,ויצמן,WEIZMAN
34.767642,32.058094,POINT (34.767642 32.058094),3374,אברבנאל,ABARVANEL
34.793727,32.093696,POINT (34.793727 32.093696),800,נמיר מרדכי,NAMIR
34.778552,32.051908,POINT (34.778552 32.051908),375,יון מצולה,YEVEN METSULA
34.791396,32.05581,POINT (34.791396 32.05581),644,אלון יגאל,YIG'AL ALLON
34.815672,32.119533,POINT (34.815672 32.119533),1257,קרן קיימת לישראל,KEREN KAYEMET LEISRA
34.781893,32.054938,POINT (34.781893 32.054938),375,יון מצולה,YEVEN METSULA
34.761472,32.057313,POINT (34.761472 32.057313),3358,אולשן יצחק,OLSHAN YITZHAK
34.779886,32.092028,POINT (34.779886 32.092028),197,נורדאו,NORDAU
34.787661,32.051505,POINT (34.787661 32.051505),3520,תדהר דוד,Tidhar David
34.792969,32.07812,POINT (34.792969 32.07812),54,בגין מנחם,BEGIN MENAHEM
34.776926,32.102155,POINT (34.776926 32.102155),203,התערוכה,HATARUCHA
34.808823,32.046983,POINT (34.808823 32.046983),4146,ששת הימים,SHESHET HAYAMIM
34.768826,32.070045,POINT (34.768826 32.070045),60,יוחנן הסנדלר,YOHANAN HASANDLAR
34.772988,32.067717,POINT (34.772988 32.067717),14,"מזא""ה",MAZEH
34.825044,32.121196,POINT (34.825044 32.121196),2003,"יוגב כרמי ד""ר",YOGEV KARMI DR.
34.781982,32.064682,POINT (34.781982 32.064682),1102,צקלג,TSIKLAG
34.766857,32.070131,POINT (34.766857 32.070131),453,"איל""ן",ILAN
34.785894,32.050113,POINT (34.785894 32.050113),3520,תדהר דוד,Tidhar David
34.782381,32.100675,POINT (34.782381 32.100675),496,אבן גבירול,IBN GVIROL
34.748618,32.04282,POINT (34.748618 32.04282),0,0,UKNOWN
34.785086,32.083715,POINT (34.785086 32.083715),546,סוטין,SOUTINE
34.759431,32.051103,POINT (34.759431 32.051103),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.774094,32.045118,POINT (34.774094 32.045118),3786,התנופה,HATNUPHA
34.813131,32.044881,POINT (34.813131 32.044881),744,הטייסים,HATASSIM DERAKH
34.751055,32.05312,POINT (34.751055 32.05312),0,0,UKNOWN
34.764838,32.071136,POINT (34.764838 32.071136),453,"איל""ן",ILAN
34.793243,32.103564,POINT (34.793243 32.103564),941,לבנון חיים,LEBANON HAYIM
34.80819,32.048636,POINT (34.80819 32.048636),4146,ששת הימים,SHESHET HAYAMIM
34.828006,32.126992,POINT (34.828006 32.126992),2001,ענתות,ANATOT
34.792085,32.087129,POINT (34.792085 32.087129),566,שרת משה,SHARET
34.773297,32.089116,POINT (34.773297 32.089116),194,ז'בוטינסקי,JABOTINSKY
34.814448,32.120966,POINT (34.814448 32.120966),852,מסקין אהרון,MESKIN
34.796997,32.056269,POINT (34.796997 32.056269),1010,בית אורן,BEYT OREN
34.800381,32.115416,POINT (34.800381 32.115416),2025,הופיין,HOOFIEN
34.831718,32.12638,POINT (34.831718 32.12638),2002,אבוקה,AVUQA
34.840978,32.122034,POINT (34.840978 32.122034),901,הפרסה,HAPARSA
34.778772,32.054472,POINT (34.778772 32.054472),375,יון מצולה,YEVEN METSULA
34.776623,32.077845,POINT (34.776623 32.077845),189,זמנהוף,ZAMENHOFF
34.770425,32.085497,POINT (34.770425 32.085497),204,בן גוריון,BEN GURION
34.833009,32.111961,POINT (34.833009 32.111961),926,קרפל ליפא,KARPEL LIPPE
34.793885,32.06155,POINT (34.793885 32.06155),637,יד לבנים,YAD LABANIM
34.785724,32.054618,POINT (34.785724 32.054618),625,החותרים,HACHOTRIM
34.789598,32.049906,POINT (34.789598 32.049906),4017,התקוה,HATIKVA
34.766979,32.078176,POINT (34.766979 32.078176),27,הירקון,HAYARKON
34.833234,32.114509,POINT (34.833234 32.114509),905,מרכוס דוד,MARKUS
34.796182,32.049118,POINT (34.796182 32.049118),3689,מלקוש,MALKOSH
34.787257,32.06892,POINT (34.787257 32.06892),54,בגין מנחם,BEGIN MENAHEM
34.78402,32.069884,POINT (34.78402 32.069884),476,קרליבך,KARLIBACH
34.776805,32.095725,POINT (34.776805 32.095725),187,דיזנגוף,MEIR DIZENGOFF
34.826992,32.124295,POINT (34.826992 32.124295),2003,"יוגב כרמי ד""ר",YOGEV KARMI DR.
34.762974,32.068054,POINT (34.762974 32.068054),453,"איל""ן",ILAN
34.787546,32.088782,POINT (34.787546 32.088782),615,615,615
34.794512,32.050084,POINT (34.794512 32.050084),4038,פלטיאל,PALTIEL
34.753889,32.054246,POINT (34.753889 32.054246),0,0,UKNOWN
34.774752,32.084172,POINT (34.774752 32.084172),204,בן גוריון,BEN GURION
34.770776,32.056945,POINT (34.770776 32.056945),3374,אברבנאל,ABARVANEL
34.760627,32.054678,POINT (34.760627 32.054678),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.782145,32.082801,POINT (34.782145 32.082801),541,רמברנדט,REMBERANDT
34.777355,32.061178,POINT (34.777355 32.061178),54,בגין מנחם,BEGIN MENAHEM
34.78154,32.068187,POINT (34.78154 32.068187),1102,צקלג,TSIKLAG
34.785361,32.059345,POINT (34.785361 32.059345),537,המעפילים,HAMA'APILIM
34.79963,32.098921,POINT (34.79963 32.098921),1250,קוסובסקי,KOSOVSKY
34.749812,32.04994,POINT (34.749812 32.04994),0,0,UKNOWN
34.808677,32.117426,POINT (34.808677 32.117426),961,"ש""י",SHAY
34.751935,32.053409,POINT (34.751935 32.053409),0,0,UKNOWN
34.776306,32.093102,POINT (34.776306 32.093102),217,מלאכי,MAL'AKHI
34.784471,32.069492,POINT (34.784471 32.069492),476,קרליבך,KARLIBACH
34.771195,32.091504,POINT (34.771195 32.091504),243,ויתקין,VITKIN
34.810282,32.046237,POINT (34.810282 32.046237),4225,קהילת ברזיל,BRAZIL COM
34.747764,32.041861,POINT (34.747764 32.041861),0,0,UKNOWN
34.779795,32.082729,POINT (34.779795 32.082729),275,הדסה,HADASSA
34.790837,32.094903,POINT (34.790837 32.094903),472,ויצמן,WEIZMAN
34.800483,32.062875,POINT (34.800483 32.062875),635,לה גוארדיה,LA-GUARDIA
34.762915,32.064483,POINT (34.762915 32.064483),453,"איל""ן",ILAN
34.767299,32.04596,POINT (34.767299 32.04596),2,הרצל,HERZL
34.77464,32.057466,POINT (34.77464 32.057466),35,לוינסקי,ELHANAN EIB LEVINSKY
34.772613,32.092005,POINT (34.772613 32.092005),27,הירקון,HAYARKON
34.79694,32.115539,POINT (34.79694 32.115539),2150,טאגור,
34.777262,32.063707,POINT (34.777262 32.063707),54,בגין מנחם,BEGIN MENAHEM
34.794781,32.116255,POINT (34.794781 32.116255),2076,יהודה הנשיא,YEHUDA HANASI
34.832069,32.10726,POINT (34.832069 32.10726),914,הגולן,HAGOLAN
34.798072,32.062003,POINT (34.798072 32.062003),1115,1115,1115
34.793847,32.059937,POINT (34.793847 32.059937),749,שער הגיא,SHA'AR HAGAI
34.759197,32.043101,POINT (34.759197 32.043101),3245,אור החיים,OR HAHAYIM
34.774154,32.074527,POINT (34.774154 32.074527),26,בוגרשוב,BOGRASHOV
34.761425,32.053563,POINT (34.761425 32.053563),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.768943,32.07749,POINT (34.768943 32.07749),94,סירקין,SIRKIN
34.786044,32.082069,POINT (34.786044 32.082069),546,סוטין,SOUTINE
34.783896,32.061813,POINT (34.783896 32.061813),1102,צקלג,TSIKLAG
34.787853,32.072678,POINT (34.787853 32.072678),54,בגין מנחם,BEGIN MENAHEM
34.816746,32.110596,POINT (34.816746 32.110596),819,הדר יוסף,HADAR YOSEF
34.749685,32.047476,POINT (34.749685 32.047476),0,0,UKNOWN
34.78723,32.069376,POINT (34.78723 32.069376),54,בגין מנחם,BEGIN MENAHEM
34.799996,32.07122,POINT (34.799996 32.07122),700,נחלת יצחק,NAHALT YITZHAK
34.777139,32.09783,POINT (34.777139 32.09783),203,התערוכה,HATARUCHA
34.82292,32.107814,POINT (34.82292 32.107814),2165,קיציס יוסף,KIZIS
34.774685,32.07794,POINT (34.774685 32.07794),85,בר כוכבא,BAR KOCHVA
34.802678,32.118984,POINT (34.802678 32.118984),960,מניה וישראל,SHOHAT
34.789909,32.095917,POINT (34.789909 32.095917),491,שלומציון המלכה,SHLOMTZION
34.774052,32.07885,POINT (34.774052 32.07885),324,אסתר המלכה,ESTHER HAMALKA
34.754232,32.054557,POINT (34.754232 32.054557),0,0,UKNOWN
34.825123,32.117924,POINT (34.825123 32.117924),831,בנימין מטודלה,BINYAMIN MITODELO
34.78631,32.050251,POINT (34.78631 32.050251),3520,תדהר דוד,Tidhar David
34.774443,32.073294,POINT (34.774443 32.073294),26,בוגרשוב,BOGRASHOV
34.824431,32.114677,POINT (34.824431 32.114677),831,בנימין מטודלה,BINYAMIN MITODELO
34.773114,32.069532,POINT (34.773114 32.069532),60,יוחנן הסנדלר,YOHANAN HASANDLAR
34.825676,32.113041,POINT (34.825676 32.113041),831,בנימין מטודלה,BINYAMIN MITODELO
34.789618,32.103922,POINT (34.789618 32.103922),2106,אשכול לוי,LEVI ESHKOL
34.795004,32.108391,POINT (34.795004 32.108391),984,רדינג,READING
34.799746,32.075039,POINT (34.799746 32.075039),712,חפץ חיים,HAPHETZ HAYIM
34.767401,32.078601,POINT (34.767401 32.078601),27,הירקון,HAYARKON
34.755551,32.055819,POINT (34.755551 32.055819),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.771523,32.071533,POINT (34.771523 32.071533),83,ברנשטיין כהן,BERNSTEIN COHEN
34.771618,32.043288,POINT (34.771618 32.043288),3000,בן צבי,BEN ZVI
34.780089,32.071532,POINT (34.780089 32.071532),534,פולד ברכה,POLD
34.835377,32.116579,POINT (34.835377 32.116579),912,912,912
34.772478,32.054046,POINT (34.772478 32.054046),3786,התנופה,HATNUPHA
34.794348,32.049059,POINT (34.794348 32.049059),4827,4827,4827
34.789536,32.065344,POINT (34.789536 32.065344),54,בגין מנחם,BEGIN MENAHEM
34.78848,32.086075,POINT (34.78848 32.086075),567,הא באייר,HEH B'IYAR
34.785272,32.101501,POINT (34.785272 32.101501),2117,גלילי ישראל,GALILI
34.813351,32.0496,POINT (34.813351 32.0496),4195,ליבנה אליעזר,LIVNEH
34.755703,32.041445,POINT (34.755703 32.041445),3245,אור החיים,OR HAHAYIM
34.760473,32.056664,POINT (34.760473 32.056664),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.774968,32.043555,POINT (34.774968 32.043555),3000,בן צבי,BEN ZVI
34.819245,32.108985,POINT (34.819245 32.108985),819,הדר יוסף,HADAR YOSEF
34.791936,32.107758,POINT (34.791936 32.107758),2014,שמעוני דוד,SHIM'ONI DAVID
34.790852,32.078514,POINT (34.790852 32.078514),673,סולד הנרייטה,SZOLD HENRIETTA
34.789005,32.102692,POINT (34.789005 32.102692),2106,אשכול לוי,LEVI ESHKOL
34.790328,32.070079,POINT (34.790328 32.070079),54,בגין מנחם,BEGIN MENAHEM
34.790919,32.050521,POINT (34.790919 32.050521),4038,פלטיאל,PALTIEL
34.784554,32.06256,POINT (34.784554 32.06256),1102,צקלג,TSIKLAG
34.786874,32.054961,POINT (34.786874 32.054961),625,החותרים,HACHOTRIM
34.773963,32.087939,POINT (34.773963 32.087939),254,וילנא,WILNA
34.821433,32.110408,POINT (34.821433 32.110408),822,קהילת לבוב,QEHILAT LVOV
34.783315,32.081353,POINT (34.783315 32.081353),675,מודיליאני,MODIGLIANI
34.76988,32.085599,POINT (34.76988 32.085599),1241,פרי אליעזר,ELIEZER PERI
34.779772,32.101172,POINT (34.779772 32.101172),496,אבן גבירול,IBN GVIROL
34.787646,32.088232,POINT (34.787646 32.088232),566,שרת משה,SHARET
34.795617,32.056529,POINT (34.795617 32.056529),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.76261,32.061917,POINT (34.76261 32.061917),453,"איל""ן",ILAN
34.766806,32.062147,POINT (34.766806 32.062147),453,"איל""ן",ILAN
34.768905,32.072366,POINT (34.768905 32.072366),88,פינסקר,PINSKER
34.800645,32.101418,POINT (34.800645 32.101418),1250,קוסובסקי,KOSOVSKY
34.769545,32.054712,POINT (34.769545 32.054712),3374,אברבנאל,ABARVANEL
34.8076,32.053874,POINT (34.8076 32.053874),4082,מנחם מדמון,MENAHEM MADMON
34.775988,32.078498,POINT (34.775988 32.078498),326,יעל,YA'EL
34.779166,32.073461,POINT (34.779166 32.073461),8,רוטשילד,ROTHSHILD
34.791524,32.05441,POINT (34.791524 32.05441),644,אלון יגאל,YIG'AL ALLON
34.77609,32.04491,POINT (34.77609 32.04491),3786,התנופה,HATNUPHA
34.761487,32.056821,POINT (34.761487 32.056821),3358,אולשן יצחק,OLSHAN YITZHAK
34.800077,32.060784,POINT (34.800077 32.060784),635,לה גוארדיה,LA-GUARDIA
34.832201,32.124942,POINT (34.832201 32.124942),978,עיר שמש,IR SHEMESH
34.834454,32.127121,POINT (34.834454 32.127121),885,יהונתן,YEHONATAN
34.79178,32.121835,POINT (34.79178 32.121835),2242,כהן אלי,ELI COHEN
34.762475,32.047124,POINT (34.762475 32.047124),3245,אור החיים,OR HAHAYIM
34.790273,32.063903,POINT (34.790273 32.063903),637,יד לבנים,YAD LABANIM
34.774206,32.068234,POINT (34.774206 32.068234),60,יוחנן הסנדלר,YOHANAN HASANDLAR
34.784674,32.069766,POINT (34.784674 32.069766),476,קרליבך,KARLIBACH
34.802717,32.04594,POINT (34.802717 32.04594),4150,בושם,BOSEM
34.763981,32.050782,POINT (34.763981 32.050782),3245,אור החיים,OR HAHAYIM
34.773133,32.052222,POINT (34.773133 32.052222),3786,התנופה,HATNUPHA
34.749622,32.045526,POINT (34.749622 32.045526),0,0,UKNOWN
34.794381,32.084093,POINT (34.794381 32.084093),800,נמיר מרדכי,NAMIR
34.793721,32.083933,POINT (34.793721 32.083933),800,נמיר מרדכי,NAMIR
34.790897,32.064109,POINT (34.790897 32.064109),637,יד לבנים,YAD LABANIM
34.794404,32.04947,POINT (34.794404 32.04947),4038,פלטיאל,PALTIEL
34.795819,32.054345,POINT (34.795819 32.054345),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.800056,32.069691,POINT (34.800056 32.069691),700,נחלת יצחק,NAHALT YITZHAK
34.783799,32.096165,POINT (34.783799 32.096165),477,בני דן,BNEI DAN
34.758839,32.053847,POINT (34.758839 32.053847),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.790876,32.045796,POINT (34.790876 32.045796),3688,אב,AV
34.763027,32.066409,POINT (34.763027 32.066409),453,"איל""ן",ILAN
34.773487,32.046204,POINT (34.773487 32.046204),3786,התנופה,HATNUPHA
34.78764,32.114179,POINT (34.78764 32.114179),2106,אשכול לוי,LEVI ESHKOL
34.802135,32.076597,POINT (34.802135 32.076597),720,נהלל,NAHALAL
34.767012,32.0633,POINT (34.767012 32.0633),453,"איל""ן",ILAN
34.780935,32.044648,POINT (34.780935 32.044648),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.795378,32.121109,POINT (34.795378 32.121109),2076,יהודה הנשיא,YEHUDA HANASI
34.823865,32.120274,POINT (34.823865 32.120274),2173,אנכי,ANOKHY
34.822927,32.119451,POINT (34.822927 32.119451),2173,אנכי,ANOKHY
34.779193,32.073401,POINT (34.779193 32.073401),8,רוטשילד,ROTHSHILD
34.763228,32.060716,POINT (34.763228 32.060716),3358,אולשן יצחק,OLSHAN YITZHAK
34.792173,32.04854,POINT (34.792173 32.04854),4038,פלטיאל,PALTIEL
34.830977,32.111185,POINT (34.830977 32.111185),838,אשכנזי ישראל,ASHKENAZI ISRAEL
34.812861,32.045788,POINT (34.812861 32.045788),744,הטייסים,HATASSIM DERAKH
34.745935,32.047593,POINT (34.745935 32.047593),0,0,UKNOWN
34.7781,32.080508,POINT (34.7781 32.080508),308,מצפה,MITSPE
34.775841,32.068773,POINT (34.775841 32.068773),14,"מזא""ה",MAZEH
34.810931,32.054507,POINT (34.810931 32.054507),4155,4155,4155
34.827704,32.114731,POINT (34.827704 32.114731),831,בנימין מטודלה,BINYAMIN MITODELO
34.797894,32.117131,POINT (34.797894 32.117131),2150,טאגור,
34.78887,32.112618,POINT (34.78887 32.112618),2106,אשכול לוי,LEVI ESHKOL
34.836914,32.113013,POINT (34.836914 32.113013),905,מרכוס דוד,MARKUS
34.82778,32.117352,POINT (34.82778 32.117352),875,רביבים,REVIVIM
34.797005,32.076603,POINT (34.797005 32.076603),702,עמק ברכה,EMEK BERAKHA
34.80465,32.05008,POINT (34.80465 32.05008),4082,מנחם מדמון,MENAHEM MADMON
34.788102,32.102765,POINT (34.788102 32.102765),2106,אשכול לוי,LEVI ESHKOL
34.768934,32.080729,POINT (34.768934 32.080729),25,בן יהודה,BEN-YEHUDA
34.836166,32.116826,POINT (34.836166 32.116826),903,"ק""ם",KAM
